callsign,origin,destination,eobt,flight_date,aircraft_type
PAL2469,WSSS,VVTS,11:16,2025-06-25,B777
BAW4602,VVGL,VVTS,11:26,2025-06-25,A320
KAL5426,VVTS,VVCT,11:21,2025-06-25,A330
AIC2568,WSSS,VVTS,11:22,2025-06-25,B777
VJC906,VVTS,VVCT,11:27,2025-06-25,A321
THA4380,VVTS,VVCI,11:48,2025-06-25,A380
KAL3339,VVTS,VVCT,11:41,2025-06-25,B777
SCO6746,VVNB,VVTS,11:07,2025-06-25,B787
BAV1321,VVTS,RPLL,11:45,2025-06-25,B737
DAL3556,VVNB,VVTS,11:28,2025-06-25,A350
BAW107,VVTS,VVTH,11:04,2025-06-25,B777
DAL5571,VVDL,VVTS,11:43,2025-06-25,A320
DAL9735,VLPL,VVTS,11:15,2025-06-25,A350
SCO5524,VVCS,VVTS,11:37,2025-06-25,B787
CAL3976,VVNB,VVTS,11:16,2025-06-25,A330
HVN2411,VVDL,VVTS,11:04,2025-06-25,A380
BAV7140,RKSI,VVTS,11:59,2025-06-25,A380
UAE6443,VVTS,VVCS,11:42,2025-06-25,A350
SCO1751,VVTS,VVBM,11:19,2025-06-25,A321
SCO2985,VVCA,VVTS,11:15,2025-06-25,A320
THD1931,RPLL,VVTS,11:38,2025-06-25,A320
CES3663,VVTS,VVCT,11:28,2025-06-25,A330
PAL4290,VVTS,RJAA,11:24,2025-06-25,B787
CPA4016,VVPK,VVTS,11:10,2025-06-25,A320
SCO6484,VVTS,VLPL,11:35,2025-06-25,A320
CPA3116,RCTP,VVTS,11:51,2025-06-25,B787
CAL3541,VVTS,KJFK,11:38,2025-06-25,A320
SIA538,VVCA,VVTS,11:35,2025-06-25,A330
ANA7675,EGLL,VVTS,11:32,2025-06-25,B737
ANA6214,ZGGG,VVTS,11:20,2025-06-25,A380
ANA5221,RCTP,VVTS,12:32,2025-06-25,A350
SIA6573,VVTS,VVTH,12:07,2025-06-25,B787
PAL4369,RJAA,VVTS,12:11,2025-06-25,A330
UAE2258,VVTS,VVCT,12:48,2025-06-25,A380
HVN1803,OMDB,VVTS,12:41,2025-06-25,B777
SIA9062,VVTS,VVKR,12:51,2025-06-25,A380
KAL5064,VVTS,OMDB,12:24,2025-06-25,B737
DAL2732,VVTS,OMDB,12:42,2025-06-25,A380
BAV7754,VVTS,VLPL,12:57,2025-06-25,B787
VJC7179,VVTS,VVGL,12:31,2025-06-25,B787
UAE4787,EGLL,VVTS,12:19,2025-06-25,A320
CAL7906,VVCS,VVTS,12:28,2025-06-25,A350
CES8687,VVNB,VVTS,12:36,2025-06-25,A350
VJC7916,VVTH,VVTS,12:20,2025-06-25,A321
BAV4645,VVTS,VVDN,12:01,2025-06-25,B737
DAL3190,VVTS,VTBS,12:02,2025-06-25,B787
CSN5640,VVTS,VVPC,12:08,2025-06-25,B737
CSN2106,RCTP,VVTS,12:13,2025-06-25,B787
SIA8728,VVTS,ZGGG,12:08,2025-06-25,A321
PAL7739,VVTS,ZSPD,12:21,2025-06-25,A321
AIC7960,VVTS,VMMC,12:49,2025-06-25,B737
AXM6048,VVTS,VVCA,12:50,2025-06-25,B787
THD9651,ZGGG,VVTS,12:34,2025-06-25,B737
ANA7329,VVNB,VVTS,12:10,2025-06-25,A320
THA9395,VVTH,VVTS,12:06,2025-06-25,B737
PAL2398,VVNB,VVTS,12:29,2025-06-25,A320
VJC3648,VVKR,VVTS,12:33,2025-06-25,B787
PIC4652,VVTS,KJFK,12:16,2025-06-25,A350
CPA8004,VVTS,VVPC,12:29,2025-06-25,A321
CSN7041,VVTS,VMMC,12:16,2025-06-25,B787
BAW9552,VVCS,VVTS,13:32,2025-06-25,A350
SCO2323,VVTS,VVCA,13:00,2025-06-25,B787
SCO1059,VVPC,VVTS,13:04,2025-06-25,B787
CAL4426,VVTS,KJFK,13:14,2025-06-25,B777
KAL9382,VVPK,VVTS,13:10,2025-06-25,B787
SIA970,ZGGG,VVTS,13:35,2025-06-25,A321
PAL1726,EGLL,VVTS,13:04,2025-06-25,A321
CPA2015,RCTP,VVTS,13:45,2025-06-25,A321
AIC1285,VVTS,WSSS,13:31,2025-06-25,A380
AXM4811,VVTS,VVCT,13:40,2025-06-25,A320
HVN9575,VVTS,RJAA,13:04,2025-06-25,A380
CAL9429,OMDB,VVTS,13:25,2025-06-25,A321
KAL5246,VVTS,VVCT,13:17,2025-06-25,A321
PIC2438,VVTS,VVKR,13:23,2025-06-25,B777
VJC8304,RJAA,VVTS,13:12,2025-06-25,A380
VJC9242,VTBS,VVTS,13:29,2025-06-25,A380
CPA8259,VVTS,RJAA,13:53,2025-06-25,B777
DAL5010,VVTS,OMDB,13:27,2025-06-25,A321
CAL7276,VVTS,VVCI,13:39,2025-06-25,B737
SIA7729,RPLL,VVTS,13:57,2025-06-25,B777
CES2557,OMDB,VVTS,13:27,2025-06-25,A380
PAL190,VVTS,VMMC,13:01,2025-06-25,A320
PAL321,VVTS,VMMC,13:28,2025-06-25,A321
BAW5167,VVDL,VVTS,13:42,2025-06-25,B737
VJC2648,VHHH,VVTS,13:06,2025-06-25,A350
DAL2317,VVKR,VVTS,13:17,2025-06-25,A321
UAE6779,VVDN,VVTS,13:10,2025-06-25,A330
ANA5453,VVPB,VVTS,13:44,2025-06-25,B737
PIC7644,VVTS,OMDB,13:53,2025-06-25,A321
KAL8806,VVPB,VVTS,13:23,2025-06-25,A320
THD6989,VVTS,ZSPD,13:02,2025-06-25,A330
VJC3732,ZSPD,VVTS,13:41,2025-06-25,A320
CES3664,VVTS,VHHH,13:14,2025-06-25,A321
SCO7617,VVPB,VVTS,13:26,2025-06-25,A330
BAW7281,VVTS,VVCI,13:45,2025-06-25,A330
BAV1636,VVTS,OMDB,13:33,2025-06-25,A330
SIA8743,VVTS,KJFK,13:30,2025-06-25,A350
THA9468,VVTS,KJFK,13:13,2025-06-25,A380
CAL3241,VVCI,VVTS,13:59,2025-06-25,B737
SCO5287,ZGGG,VVTS,13:57,2025-06-25,B777
BAV4431,RCTP,VVTS,13:22,2025-06-25,A321
KAL9972,VMMC,VVTS,13:45,2025-06-25,B787
CAL4303,VVBM,VVTS,13:46,2025-06-25,A321
BAV3418,VVTS,VVDN,14:56,2025-06-25,A321
BAW5900,VVTS,WSSS,14:19,2025-06-25,A321
AIC7959,VHHH,VVTS,14:22,2025-06-25,A380
KAL3775,VVPB,VVTS,14:55,2025-06-25,B787
PAL4805,VVPK,VVTS,14:01,2025-06-25,A380
CES3563,VVKR,VVTS,14:13,2025-06-25,A320
CSN9233,VVTS,KJFK,14:17,2025-06-25,A330
BAV3064,VVTS,VIDP,14:31,2025-06-25,A330
THD9149,VVTS,VVCS,14:09,2025-06-25,B737
VJC9903,VVCA,VVTS,14:57,2025-06-25,A330
SIA2475,VVPC,VVTS,14:14,2025-06-25,A350
AIC7225,VVTS,RJAA,14:31,2025-06-25,A330
AIC8002,VVTS,VIDP,14:51,2025-06-25,A330
PIC7443,VVTS,VVDN,14:39,2025-06-25,B737
PIC830,VMMC,VVTS,14:02,2025-06-25,A321
CES9097,VVNB,VVTS,14:39,2025-06-25,B737
SCO720,RKSI,VVTS,14:34,2025-06-25,A320
CSN6736,VVTS,RCTP,14:06,2025-06-25,A320
BAV2868,VVTS,VVCT,14:34,2025-06-25,B737
VJC6274,VVTS,VVCS,14:57,2025-06-25,A320
THD6962,OMDB,VVTS,14:02,2025-06-25,B787
ANA9468,VVKR,VVTS,14:31,2025-06-25,A350
PAL4551,VVGL,VVTS,14:18,2025-06-25,A380
SCO5786,VVTS,VVPB,14:32,2025-06-25,B787
THD5290,VVPB,VVTS,14:53,2025-06-25,B737
SIA7994,VVTS,VVCI,14:14,2025-06-25,B787
DAL3888,VVTS,VMMC,14:04,2025-06-25,A321
CPA4967,VVTS,VVNB,14:40,2025-06-25,B737
SCO5822,VVTS,VIDP,14:36,2025-06-25,A350
THA5513,VVTS,VVGL,14:58,2025-06-25,A380
AIC5071,VVKR,VVTS,14:33,2025-06-25,A330
AIC9485,VVCT,VVTS,14:14,2025-06-25,A330
PAL9808,VVTS,WSSS,14:31,2025-06-25,B777
UAE7064,VVDL,VVTS,14:09,2025-06-25,A350
VJC5651,KJFK,VVTS,14:55,2025-06-25,B737
SCO3636,VHHH,VVTS,14:42,2025-06-25,A321
THD4194,VVTS,ZGGG,14:30,2025-06-25,A320
CES6564,WSSS,VVTS,14:30,2025-06-25,B777
SCO8419,VVPB,VVTS,14:56,2025-06-25,A380
BAV6741,VVTS,RCTP,14:47,2025-06-25,A350
PIC4988,RKSI,VVTS,14:12,2025-06-25,A380
THA5057,VVTS,VVKR,14:14,2025-06-25,A321
UAE810,VVTS,VVPB,14:53,2025-06-25,A380
BAW4872,ZSPD,VVTS,14:09,2025-06-25,A330
CSN1660,VVTS,VVDN,14:33,2025-06-25,B737
KAL8519,VMMC,VVTS,14:29,2025-06-25,B777
BAV3008,VVGL,VVTS,14:59,2025-06-25,A330
AXM5845,WSSS,VVTS,14:13,2025-06-25,B737
AXM1132,RCTP,VVTS,14:22,2025-06-25,A350
CPA1554,VVTS,RJAA,14:38,2025-06-25,A321
HVN1938,WSSS,VVTS,14:31,2025-06-25,A321
ANA8415,VVTS,VVPF,14:41,2025-06-25,B737
AXM4046,VVKR,VVTS,14:44,2025-06-25,A350
PAL8607,VVTS,VVCA,14:02,2025-06-25,A380
PAL9015,VVTS,RJAA,14:25,2025-06-25,A330
THD8606,VVTS,VVDN,15:56,2025-06-25,A330
CAL8895,VVTS,VVKR,15:53,2025-06-25,A320
AIC8891,VVTS,VVCT,15:36,2025-06-25,B737
HVN4452,VMMC,VVTS,15:51,2025-06-25,A330
DAL8780,RJAA,VVTS,15:21,2025-06-25,A350
SCO1689,VVDN,VVTS,15:20,2025-06-25,A330
UAE6765,VVTS,VLPL,15:35,2025-06-25,A320
HVN4079,VVCS,VVTS,15:02,2025-06-25,A330
BAW3816,VMMC,VVTS,15:08,2025-06-25,A320
AIC844,VVTS,VVNB,15:39,2025-06-25,A380
THA6757,VVTS,VMMC,15:35,2025-06-25,A380
VJC7212,KJFK,VVTS,15:57,2025-06-25,A350
BAW5722,VVTS,ZSPD,15:05,2025-06-25,B787
CPA7973,VVTS,VVCT,15:07,2025-06-25,A321
DAL718,VVPF,VVTS,15:15,2025-06-25,A320
ANA2262,VVTS,VVPB,15:39,2025-06-25,A380
DAL4347,WSSS,VVTS,15:37,2025-06-25,B787
AIC710,VVPC,VVTS,15:12,2025-06-25,A330
THA6634,VVTS,VVCS,15:17,2025-06-25,A330
ANA1409,WSSS,VVTS,15:56,2025-06-25,A320
VJC300,VVCT,VVTS,15:31,2025-06-25,A380
SIA6195,VVTS,VTBS,16:56,2025-06-25,B737
THA1199,VIDP,VVTS,16:33,2025-06-25,B737
CES1693,VVDL,VVTS,16:14,2025-06-25,B777
CSN6353,WMKK,VVTS,16:16,2025-06-25,A320
VJC7256,VVTS,VVCA,16:26,2025-06-25,B787
AXM8279,VVDL,VVTS,16:23,2025-06-25,B777
THA2836,VVTS,VVDL,16:27,2025-06-25,A350
UAE4047,VVTS,VVPC,16:03,2025-06-25,A350
CPA9893,VVTS,WMKK,16:47,2025-06-25,B787
CSN8100,VVPC,VVTS,16:00,2025-06-25,A320
THD8464,VVTS,VVNB,16:16,2025-06-25,A350
KAL5356,VVTS,VVCI,16:10,2025-06-25,A320
VJC5884,VVTS,KJFK,16:12,2025-06-25,B787
PIC6476,VVTS,VVCI,16:41,2025-06-25,B737
UAE3949,VVTS,ZGGG,16:36,2025-06-25,B777
AIC8471,VTBS,VVTS,16:53,2025-06-25,A350
AIC9155,VVTS,VVCT,16:46,2025-06-25,B737
AXM6715,RKSI,VVTS,16:51,2025-06-25,A350
KAL7330,VVTS,VVKR,16:19,2025-06-25,B787
PIC7071,VVTS,RJAA,16:24,2025-06-25,B737
SCO7611,EGLL,VVTS,16:28,2025-06-25,B787
UAE836,VVTS,VIDP,16:27,2025-06-25,B737
CAL2351,VVTH,VVTS,16:18,2025-06-25,A350
BAW1609,VVTS,OMDB,16:07,2025-06-25,B737
DAL2171,VMMC,VVTS,16:10,2025-06-25,A321
THA1282,VVTS,VVPC,16:33,2025-06-25,B777
CES458,WSSS,VVTS,17:00,2025-06-25,A330
CAL6579,VHHH,VVTS,17:05,2025-06-25,A321
DAL8942,VVTS,EGLL,17:12,2025-06-25,A330
BAV8097,ZGGG,VVTS,17:06,2025-06-25,B737
HVN1617,VVGL,VVTS,17:15,2025-06-25,A350
SCO197,VVPK,VVTS,17:14,2025-06-25,B777
BAW7667,VVNB,VVTS,17:25,2025-06-25,B777
CES643,VMMC,VVTS,17:14,2025-06-25,A380
DAL5780,RPLL,VVTS,17:19,2025-06-25,B787
PAL9101,VVTS,VVNB,17:58,2025-06-25,B787
BAW2442,ZGGG,VVTS,17:20,2025-06-25,A350
HVN2407,VVTS,WSSS,17:12,2025-06-25,A380
SIA7364,VVNB,VVTS,17:59,2025-06-25,B787
ANA8545,VVPC,VVTS,17:17,2025-06-25,A380
BAW1160,ZSPD,VVTS,17:53,2025-06-25,B777
AIC5794,VVPB,VVTS,17:53,2025-06-25,A321
CSN9807,VTBS,VVTS,17:22,2025-06-25,B787
CAL2289,RPLL,VVTS,17:07,2025-06-25,A330
THA1387,VVPB,VVTS,17:19,2025-06-25,A350
CPA3312,VVCA,VVTS,17:52,2025-06-25,B777
HVN9272,RPLL,VVTS,17:12,2025-06-25,A321
CAL8230,VVTS,VHHH,17:15,2025-06-25,A321
AIC6743,VVDL,VVTS,17:47,2025-06-25,B777
THD6606,VVDL,VVTS,17:10,2025-06-25,B737
AIC6251,VVCT,VVTS,17:20,2025-06-25,A350
DAL4780,EGLL,VVTS,17:39,2025-06-25,A320
CAL1382,VVTH,VVTS,17:58,2025-06-25,B737
CAL6565,VVTS,RPLL,17:50,2025-06-25,A320
THD5027,VVTS,VVCI,17:59,2025-06-25,A330
DAL2508,VVTS,VVKR,17:57,2025-06-25,A380
VJC2962,VVTS,KJFK,17:06,2025-06-25,A330
CAL6112,VVTS,VVPK,17:06,2025-06-25,B737
CSN5813,VHHH,VVTS,17:38,2025-06-25,A320
CES1415,KJFK,VVTS,17:15,2025-06-25,A320
CES3678,VVGL,VVTS,17:39,2025-06-25,B787
PIC7670,VVTS,VVCI,17:59,2025-06-25,A330
SIA8198,RKSI,VVTS,17:29,2025-06-25,B777
THD3387,VVTS,VMMC,17:57,2025-06-25,A321
BAW1891,VLPL,VVTS,17:43,2025-06-25,A330
HVN4868,VVTS,ZSPD,17:27,2025-06-25,A380
THA2022,VIDP,VVTS,17:45,2025-06-25,A321
CSN3089,VVTS,VVPC,17:50,2025-06-25,A321
UAE3064,VVPF,VVTS,17:40,2025-06-25,A350
CSN7182,VVTS,VVPF,17:47,2025-06-25,A321
AXM1035,VVCS,VVTS,17:42,2025-06-25,A320
PIC1588,VTBS,VVTS,17:28,2025-06-25,A380
CES7828,VVNB,VVTS,17:00,2025-06-25,B737
CES5859,VVTS,RJAA,17:42,2025-06-25,B777
DAL3579,VVDN,VVTS,17:38,2025-06-25,A320
VJC2159,VVDN,VVTS,17:53,2025-06-25,B737
SCO949,VVTS,KJFK,17:35,2025-06-25,B737
SIA6269,VVTS,VVTH,17:59,2025-06-25,A350
SCO6752,VVTS,WSSS,17:36,2025-06-25,A330
SIA4587,VVTS,VVPB,17:31,2025-06-25,A380
VJC6421,VVKR,VVTS,17:17,2025-06-25,A350
PAL598,VVTS,VVNB,17:21,2025-06-25,B787
SCO4953,VVTS,VTBS,17:11,2025-06-25,A320
BAV3109,VLPL,VVTS,17:32,2025-06-25,A330
CES8249,VVTS,RPLL,17:46,2025-06-25,B737
AIC3653,VVTS,VVDL,17:36,2025-06-25,A350
AXM355,RKSI,VVTS,17:51,2025-06-25,B777
ANA6662,VVBM,VVTS,17:51,2025-06-25,B777
THA1570,VVTS,ZSPD,17:27,2025-06-25,A320
BAV6882,VVTS,VHHH,17:48,2025-06-25,A321
AXM2652,VVGL,VVTS,17:19,2025-06-25,A330
AIC3702,VVTS,VVCI,17:29,2025-06-25,A330
PIC946,VVTS,VVBM,17:43,2025-06-25,A321
AIC1325,VVTS,VVBM,17:11,2025-06-25,A380
SIA3750,VLPL,VVTS,17:02,2025-06-25,B787
CAL517,RCTP,VVTS,17:17,2025-06-25,B737
CES7754,VVTS,KJFK,17:50,2025-06-25,A350
VJC4331,VVTS,VVBM,17:10,2025-06-25,A330
PIC4422,VTBS,VVTS,17:02,2025-06-25,A380
PAL3719,VVTS,VHHH,17:19,2025-06-25,A321
DAL9882,VMMC,VVTS,18:30,2025-06-25,A380
SIA3746,VVTS,VVKR,18:07,2025-06-25,B777
ANA6253,RPLL,VVTS,18:20,2025-06-25,A321
BAV4447,VVCI,VVTS,18:53,2025-06-25,A321
CSN8357,RCTP,VVTS,18:47,2025-06-25,A330
ANA8966,VVDN,VVTS,18:07,2025-06-25,B787
PAL4123,ZSPD,VVTS,18:45,2025-06-25,A330
CES6417,VVTS,VVKR,18:32,2025-06-25,B737
THA6617,VTBS,VVTS,18:29,2025-06-25,A321
AXM7473,VVTS,VVTH,18:24,2025-06-25,B737
CAL682,VVPB,VVTS,18:49,2025-06-25,A320
BAW2097,VVTS,VVCT,18:46,2025-06-25,A350
CES7062,VVTS,RPLL,18:45,2025-06-25,A350
THD7432,VVDL,VVTS,18:20,2025-06-25,A350
KAL8177,VVTS,VVCI,18:34,2025-06-25,A320
UAE4675,VVTS,RPLL,18:12,2025-06-25,A330
THD7407,VVTS,VVTH,18:28,2025-06-25,A380
CAL970,VVPF,VVTS,18:21,2025-06-25,B787
UAE3953,VVCT,VVTS,18:35,2025-06-25,B777
THD7469,VVTS,VVCA,18:04,2025-06-25,A320
PIC896,ZGGG,VVTS,18:37,2025-06-25,B787
VJC3084,VVTS,KJFK,18:45,2025-06-25,A350
CAL5478,VLPL,VVTS,18:48,2025-06-25,A380
CPA2317,VVCA,VVTS,18:28,2025-06-25,A320
KAL716,VVTS,VVNB,18:35,2025-06-25,B737
ANA1982,VVCA,VVTS,18:27,2025-06-25,B737
AXM7841,VVTS,RPLL,18:58,2025-06-25,A321
CES1264,VVPB,VVTS,18:56,2025-06-25,A320
CSN2263,RPLL,VVTS,18:15,2025-06-25,B787
CAL8305,VVCA,VVTS,18:45,2025-06-25,A350
AIC1935,WMKK,VVTS,18:29,2025-06-25,A350
VJC7055,WMKK,VVTS,18:59,2025-06-25,B777
AXM5991,VVPK,VVTS,18:32,2025-06-25,A321
SIA5409,VVKR,VVTS,18:57,2025-06-25,A380
AXM5705,VVCA,VVTS,18:46,2025-06-25,A320
AXM4218,VVTS,VHHH,18:47,2025-06-25,B787
VJC3479,VVTS,EGLL,18:14,2025-06-25,A380
PIC4546,RCTP,VVTS,18:37,2025-06-25,A320
AXM4760,VVTS,VVDN,18:32,2025-06-25,B787
PIC6839,VVTS,VVCA,18:45,2025-06-25,B737
THD4634,VVCA,VVTS,18:56,2025-06-25,B777
DAL5827,VVBM,VVTS,18:16,2025-06-25,A350
THA3759,VVNB,VVTS,18:25,2025-06-25,B737
UAE6855,VVTS,VIDP,18:05,2025-06-25,A320
CSN7554,VVTS,ZGGG,18:03,2025-06-25,A380
KAL7691,VVTS,VVBM,18:29,2025-06-25,A350
AXM3155,VVTS,VVPF,18:37,2025-06-25,A320
SCO3664,VVTS,VLPL,18:26,2025-06-25,A380
CSN7512,VVCS,VVTS,18:48,2025-06-25,A350
BAV385,VVTS,ZSPD,18:14,2025-06-25,A330
UAE8237,VIDP,VVTS,18:27,2025-06-25,B787
PIC5224,VLPL,VVTS,18:20,2025-06-25,A320
SIA2393,VVTS,WSSS,18:53,2025-06-25,B777
CPA6821,VVTH,VVTS,18:45,2025-06-25,A321
THA4106,VVTS,RCTP,18:57,2025-06-25,A350
CES1859,VVDN,VVTS,18:46,2025-06-25,A321
ANA2573,RJAA,VVTS,18:32,2025-06-25,A321
SCO1857,ZSPD,VVTS,18:38,2025-06-25,A350
UAE8587,VVKR,VVTS,18:41,2025-06-25,A350
BAW1230,VVTS,RKSI,18:56,2025-06-25,A380
PAL9637,VVPC,VVTS,18:48,2025-06-25,B737
HVN2945,VVTS,RCTP,18:55,2025-06-25,A320
ANA1385,VVTS,RJAA,18:24,2025-06-25,A350
DAL3011,VVTS,OMDB,18:22,2025-06-25,B787
HVN4246,VVTS,VVPB,18:20,2025-06-25,B787
HVN6208,VVTS,VTBS,18:19,2025-06-25,B737
CES9577,VVTS,VVNB,18:54,2025-06-25,B737
SCO752,VVTS,VVPK,18:24,2025-06-25,B737
AXM9339,RJAA,VVTS,19:44,2025-06-25,B777
BAW1741,VVTS,OMDB,19:53,2025-06-25,B787
CES9969,VVBM,VVTS,19:03,2025-06-25,B737
VJC3477,RCTP,VVTS,19:39,2025-06-25,B737
AIC797,VVTS,VVNB,19:30,2025-06-25,A320
DAL3114,VTBS,VVTS,19:20,2025-06-25,B777
UAE6831,VVTS,VVCI,19:36,2025-06-25,A320
VJC9838,VVTS,VLPL,19:26,2025-06-25,A330
ANA1891,VVTS,WMKK,19:24,2025-06-25,A330
ANA3960,VHHH,VVTS,19:40,2025-06-25,A380
BAV6502,VVTS,ZSPD,19:09,2025-06-25,A350
AXM4805,VVTS,EGLL,19:46,2025-06-25,B777
AXM9539,VVTS,VVPB,19:18,2025-06-25,B777
PAL945,EGLL,VVTS,19:24,2025-06-25,B737
CSN6687,VVTS,ZGGG,19:43,2025-06-25,A321
THD9232,VVCS,VVTS,19:49,2025-06-25,A380
AIC6601,VVTS,VMMC,19:02,2025-06-25,A330
AIC1798,VVBM,VVTS,19:15,2025-06-25,A321
BAW2886,VVTH,VVTS,19:01,2025-06-25,B777
AIC8313,VVCS,VVTS,19:50,2025-06-25,A350
ANA6373,VVTS,VHHH,19:25,2025-06-25,A321
ANA2297,VVTS,VVCS,19:54,2025-06-25,B777
KAL9946,VVDL,VVTS,19:47,2025-06-25,B737
VJC7549,WMKK,VVTS,19:41,2025-06-25,B777
CES116,RCTP,VVTS,19:18,2025-06-25,A330
BAV1701,VVTS,RPLL,19:46,2025-06-25,A380
PIC9336,VVTS,ZGGG,19:12,2025-06-25,A330
CPA7376,VVTS,VTBS,19:13,2025-06-25,A350
AXM405,VVTS,ZSPD,19:44,2025-06-25,A321
THA2641,VVCS,VVTS,19:36,2025-06-25,A380
KAL9021,ZGGG,VVTS,19:38,2025-06-25,A320
AIC4205,VVTS,VVPC,19:42,2025-06-25,B787
CSN5948,VVTS,VVBM,19:06,2025-06-25,A330
BAV3056,VVTS,VVDN,19:42,2025-06-25,A350
SIA3950,VVTS,VVGL,19:12,2025-06-25,B787
ANA1383,VVTS,VVDN,19:58,2025-06-25,A380
SCO3651,VVKR,VVTS,19:58,2025-06-25,A321
THA9910,VVTS,VVPF,19:21,2025-06-25,B787
VJC8225,VHHH,VVTS,19:39,2025-06-25,A321
SCO3384,VVTS,RJAA,19:39,2025-06-25,A350
HVN5364,VVTS,VIDP,19:17,2025-06-25,A320
CPA1293,VVCT,VVTS,19:38,2025-06-25,B777
UAE4028,VVDL,VVTS,19:55,2025-06-25,B777
CSN7963,WSSS,VVTS,19:35,2025-06-25,A330
BAV3182,VVTS,VVTH,19:24,2025-06-25,A380
THD1439,VVPC,VVTS,19:57,2025-06-25,A321
ANA525,VVTS,VVGL,19:39,2025-06-25,A380
KAL4851,VVNB,VVTS,19:17,2025-06-25,A320
AXM2427,VVCT,VVTS,19:43,2025-06-25,A350
BAV6062,VVBM,VVTS,19:12,2025-06-25,A380
HVN565,VVTS,RPLL,19:16,2025-06-25,A320
AIC1714,VVTS,VMMC,19:44,2025-06-25,A350
BAV809,VVPF,VVTS,19:34,2025-06-25,A320
SIA5577,VVTS,VLPL,19:30,2025-06-25,A320
AIC5458,VVTS,VVPC,19:32,2025-06-25,A330
THD3322,ZSPD,VVTS,19:17,2025-06-25,B787
AXM1674,ZGGG,VVTS,19:30,2025-06-25,B737
HVN1064,WSSS,VVTS,19:38,2025-06-25,B777
CES7294,VVNB,VVTS,19:36,2025-06-25,B787
CPA7281,ZSPD,VVTS,19:27,2025-06-25,A320
THD5497,VVTS,ZGGG,19:41,2025-06-25,A330
CAL4781,VVPC,VVTS,19:20,2025-06-25,A321
THD5700,VVPC,VVTS,19:39,2025-06-25,A321
CAL4143,VVPF,VVTS,19:45,2025-06-25,A320
PAL3456,VVTS,RJAA,19:27,2025-06-25,A320
AIC2635,VVTS,EGLL,19:42,2025-06-25,A330
CSN7763,KJFK,VVTS,19:09,2025-06-25,A380
HVN8060,VVTS,VHHH,19:13,2025-06-25,A330
PIC6412,VVTS,VVCI,19:15,2025-06-25,A320
THA5571,VVTS,VVDN,19:11,2025-06-25,A321
VJC9092,VVTS,OMDB,19:04,2025-06-25,A350
CAL8670,VVTS,VLPL,19:17,2025-06-25,A380
CES5299,VVTS,VVKR,19:11,2025-06-25,A321
BAV2087,RJAA,VVTS,19:39,2025-06-25,B787
SCO7023,VVCI,VVTS,20:54,2025-06-25,B737
THD5299,VVTS,VVPF,20:38,2025-06-25,A321
THD3449,VLPL,VVTS,20:16,2025-06-25,A330
KAL9849,VVTS,VIDP,20:30,2025-06-25,B777
VJC1726,VVTS,RPLL,20:38,2025-06-25,B787
PIC2542,VVTS,RJAA,20:01,2025-06-25,A320
ANA6082,VVTS,VVCT,20:12,2025-06-25,A321
CES2897,VVTS,VHHH,20:31,2025-06-25,B737
CAL335,VVTS,ZGGG,20:28,2025-06-25,A330
UAE558,VVTS,VTBS,20:17,2025-06-25,A380
PIC586,VMMC,VVTS,20:42,2025-06-25,B787
PIC3844,WSSS,VVTS,20:32,2025-06-25,B777
BAV5590,RJAA,VVTS,20:33,2025-06-25,A320
CSN4735,VVTS,EGLL,20:32,2025-06-25,A321
ANA6920,VVCS,VVTS,20:34,2025-06-25,A350
ANA8014,VVTS,ZSPD,20:03,2025-06-25,B737
HVN1964,RCTP,VVTS,20:42,2025-06-25,A320
BAV2042,VVTS,VVCS,20:44,2025-06-25,A320
HVN1483,VVPK,VVTS,20:35,2025-06-25,A380
CSN7908,VVTS,VVBM,20:03,2025-06-25,B737
PIC1077,WMKK,VVTS,20:47,2025-06-25,A380
SIA5699,RPLL,VVTS,20:35,2025-06-25,A350
CAL9225,RKSI,VVTS,20:41,2025-06-25,A320
HVN7346,VVTS,VVCA,20:19,2025-06-25,B787
PAL1631,VVTS,VVPK,20:12,2025-06-25,A350
BAW197,VVTH,VVTS,20:33,2025-06-25,A350
HVN2504,VVNB,VVTS,20:01,2025-06-25,B777
ANA440,VVTH,VVTS,20:36,2025-06-25,A330
CAL8923,VVTS,VVGL,20:21,2025-06-25,A330
HVN6745,VVCT,VVTS,20:12,2025-06-25,B737
THA4783,VVTS,VVCS,20:47,2025-06-25,A321
SCO1203,VVTS,VIDP,20:45,2025-06-25,A321
BAV2778,VVTS,RKSI,20:07,2025-06-25,A330
AXM5414,KJFK,VVTS,20:17,2025-06-25,A380
CPA3660,VVTS,VVTH,20:06,2025-06-25,A330
CES4208,VVTS,VVPC,20:57,2025-06-25,A320
CES9900,VVTS,VMMC,20:18,2025-06-25,A380
THD2616,VVTS,RPLL,20:02,2025-06-25,B777
VJC3779,VVPK,VVTS,20:57,2025-06-25,A320
ANA8551,WSSS,VVTS,20:21,2025-06-25,A350
CSN8161,ZSPD,VVTS,20:35,2025-06-25,A350
SIA7528,VVTS,VVCA,20:54,2025-06-25,B787
PAL9927,VVTS,RKSI,21:36,2025-06-25,A321
AXM3996,VVTS,VVDN,21:35,2025-06-25,A320
CES8819,VVTS,VVCS,21:20,2025-06-25,A320
KAL9878,RKSI,VVTS,21:30,2025-06-25,A321
CAL4296,VVCI,VVTS,21:57,2025-06-25,A380
